priority_tier	tool_name	publication_id	work_group_id	canonical_flag	duplicate_of	title	authors	doi	publication_year	venue	paper_type	evidence_role	confidence	citations	source_url	review_action	suggested_decision	risk_notes	missing_fields	record_type	review_status	trust_level	recommended_review_status	recommended_trust_level	validation_notes	group_size	group_reason	source_type	paper_url	pmid	arxiv_id
P1	scGPT	CAND_PUB_scGPT_0cdaba5ffd46	PUBWG_CAND_PUB_scGPT_0cdaba5ffd46	true		scGPT: toward building a foundation model for single-cell multi-omics using generative AI	Haotian Cui;Chloe Wang;Hassaan Maan;Kuan Pang;Fengning Luo;Duan;Bo Wang	10.1038/s41592-024-02201-0	2024	Nature Methods	method_paper	primary_method_reference	0.850	906	https://doi.org/10.1038/s41592-024-02201-0	review_needed:review_needed	priority_review	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; has DOI; contains non-preprint version; canonical candidate; group_size=1; has DOI; contains non-preprint version		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified	1	has DOI; contains non-preprint version	crossref	https://doi.org/10.1038/s41592-024-02201-0		
P1	scGPT	CAND_PUB_scGPT_db5517aa2bd4	PUBWG_CAND_PUB_scGPT_db5517aa2bd4	true		Empowering single-cell genomics with scGPT: Precision clustering and genetic insights into acute lymphoblastic leukemia.	Pei-Hsuan Chen	10.1200/jco.2025.43.16_suppl.e18514	2025	Journal of Clinical Oncology	method_paper	primary_method_reference	0.950	0	https://doi.org/10.1200/jco.2025.43.16_suppl.e18514	review_needed:review_needed	priority_review	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; has DOI; contains non-preprint version; canonical candidate; group_size=1; has DOI; contains non-preprint version		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified	1	has DOI; contains non-preprint version	crossref	https://doi.org/10.1200/jco.2025.43.16_suppl.e18514		
P1	scGPT	CAND_PUB_scGPT_5bc28b42d45c	PUBWG_CAND_PUB_scGPT_5bc28b42d45c	true		Influence of Gender-Specific Data Imbalance on scGPT Fine-Tuning for Single-Cell Genomics	Mohammad Aman Ullah Al Amin;Daniil Filienko;Hong Qin	10.1609/aaaiss.v7i1.36914	2025	Proceedings of the AAAI Symposium Series	method_paper	primary_method_reference	0.850	0	https://doi.org/10.1609/aaaiss.v7i1.36914	review_needed:review_needed	priority_review	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; has DOI; contains non-preprint version; canonical candidate; group_size=1; has DOI; contains non-preprint version		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified	1	has DOI; contains non-preprint version	crossref	https://doi.org/10.1609/aaaiss.v7i1.36914		
P1	scGPT	CAND_PUB_scGPT_395264679da1	PUBWG_CAND_PUB_scGPT_395264679da1	true		Abstract B037: Revolutionizing stem cell classification and genotypic profiling with large language models: scGPT-driven advances in single-cell genomics	Pei-Hsuan Chen;Yen-Jhen Chen;Pei-Lung Chen	10.1158/1538-7445.genfunc25-b037	2025	Cancer Research	method_paper	primary_method_reference	0.950	0	https://doi.org/10.1158/1538-7445.genfunc25-b037	review_needed:review_needed	needs_manual_lookup	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; has DOI; contains non-preprint version; canonical candidate; group_size=1; has DOI; contains non-preprint version; secondary_or_abstract_shell_not_primary_publication		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified	1	has DOI; contains non-preprint version	crossref	https://doi.org/10.1158/1538-7445.genfunc25-b037		
P1	scGPT	CAND_PUB_scGPT_85208f675e63	PUBWG_CAND_PUB_scGPT_85208f675e63	true		scGPT: Towards Building a Foundation Model for Single-Cell Multi-omics Using Generative AI	Haotian Cui;Chloe Wang;Hassaan Maan;Kuan Pang;Fengning Luo;Bo Wang	10.1101/2023.04.30.538439	2023		method_paper	primary_method_reference	0.850	142	https://doi.org/10.1101/2023.04.30.538439	review_needed:review_needed	keep_candidate	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; preprint_or_preprint_like_source; has DOI; contains preprint version; canonical candidate; group_size=1; has DOI; contains preprint version		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified; preprint_or_preprint_like_source	1	has DOI; contains preprint version	crossref	https://doi.org/10.1101/2023.04.30.538439		
P1	scGPT	CAND_PUB_scGPT_2eb4be49e9f6	PUBWG_CAND_PUB_scGPT_2eb4be49e9f6	true		scGPT-spatial: Continual Pretraining of Single-Cell Foundation Model for Spatial Transcriptomics	Chloe Wang;Haotian Cui;Andrew Zhang;Ronald Xie;Hani Goodarzi;Bo Wang	10.1101/2025.02.05.636714	2025		method_paper	primary_method_reference	0.950	35	https://doi.org/10.1101/2025.02.05.636714	review_needed:review_needed	keep_candidate	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; preprint_or_preprint_like_source; has DOI; contains preprint version; canonical candidate; group_size=1; has DOI; contains preprint version		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified; preprint_or_preprint_like_source	1	has DOI; contains preprint version	crossref	https://doi.org/10.1101/2025.02.05.636714		
P1	CellRank	CAND_PUB_CellRank_37ae953d1d1a	PUBWG_CAND_PUB_CellRank_37ae953d1d1a	true		CellRank for directed single-cell fate mapping	Marius Lange;Volker Bergen;Michal Klein;Manu Setty;Bernhard Reuter;Mostafa Bakhti;Heiko Lickert;Meshal Ansari;Janine Schniering;Herbert B. Schiller;Dana Pe’er;Fabian J. Theis	10.1038/s41592-021-01346-6	2022	Nature Methods	method_paper	primary_method_reference	0.850	693	https://doi.org/10.1038/s41592-021-01346-6	prioritize_review	priority_review	candidate_only; requires_human_review_before_formal_ingest; duplicate_group_requires_manual_review; canonical_suggestion_not_verified; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version; canonical candidate; group_size=3; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version; manual_override:prioritize_review; manual_override_reason:priority CellRank method evidence candidate; complete task/modality before formal ingest.		publication	pending	review_needed	review_needed	review_needed	candidate_only; duplicate_group_requires_manual_review; canonical_suggestion_not_verified	3	distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version	crossref	https://doi.org/10.1038/s41592-021-01346-6		
P1	CellRank	CAND_PUB_CellRank_363ead324201	PUBWG_CAND_PUB_CellRank_363ead324201	true		CellRank 2: unified fate mapping in multiview single-cell data	Philipp Weiler;Marius Lange;Michal Klein;Dana Pe’er;Fabian Theis	10.1038/s41592-024-02303-9	2024	Nature Methods	method_paper	primary_method_reference	0.850	191	https://doi.org/10.1038/s41592-024-02303-9	review_needed:review_needed	priority_review	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; has DOI; contains non-preprint version; canonical candidate; group_size=1; has DOI; contains non-preprint version		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified	1	has DOI; contains non-preprint version	crossref	https://doi.org/10.1038/s41592-024-02303-9		
P1	CellRank	CAND_PUB_CellRank_4aa201bf932e	PUBWG_CAND_PUB_CellRank_4aa201bf932e	true		CellRank: consistent and data view agnostic fate mapping for single-cell genomics	Philipp Weiler;Fabian J. Theis	10.1038/s41596-025-01314-w	2026	Nature Protocols	protocol	workflow_support	0.700	0	https://doi.org/10.1038/s41596-025-01314-w	keep_candidate	keep_candidate	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; supporting_record_type:protocol; has DOI; contains non-preprint version; canonical candidate; group_size=1; has DOI; contains non-preprint version; supporting_paper_type:protocol; manual_override:keep_candidate; manual_override_reason:protocol/supporting workflow evidence, not the primary method reference.		protocol	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified; supporting_record_type:protocol	1	has DOI; contains non-preprint version	crossref	https://doi.org/10.1038/s41596-025-01314-w		
P1	CellRank	CAND_PUB_CellRank_9c9c58a5793d	PUBWG_CAND_PUB_CellRank_37ae953d1d1a	false	CAND_PUB_CellRank_37ae953d1d1a	CellRank for directed single-cell fate mapping	Marius Lange;Volker Bergen;Michal Klein;Manu Setty;Bernhard Reuter;Mostafa Bakhti;Heiko Lickert;Meshal Ansari;Janine Schniering;Herbert B. Schiller;Dana Pe’er;Fabian J. Theis	10.1101/2020.10.19.345983	2020		method_paper	primary_method_reference	0.850	23	https://doi.org/10.1101/2020.10.19.345983	mark_duplicate	likely_duplicate	candidate_only; requires_human_review_before_formal_ingest; duplicate_group_requires_manual_review; duplicate_suggestion_not_verified; preprint_or_preprint_like_source; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version; duplicate candidate; group_size=3; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version; duplicate_or_noncanonical_candidate; manual_override:mark_duplicate; manual_override_reason:preprint/version duplicate; keep as provenance, exclude from ranking.		publication	pending	review_needed	review_needed	retrieval_only	candidate_only; duplicate_group_requires_manual_review; duplicate_suggestion_not_verified; preprint_or_preprint_like_source	3	distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version	crossref	https://doi.org/10.1101/2020.10.19.345983		
P1	CellRank	CAND_PUB_CellRank_d91736322bb3	PUBWG_CAND_PUB_CellRank_37ae953d1d1a	false	CAND_PUB_CellRank_37ae953d1d1a	CellRank for directed single-cell fate mapping	Marius Lange;Volker Bergen;Michal Klein;Manu Setty;Bernhard Reuter;Mostafa Bakhti;Heiko Lickert;Meshal Ansari;Janine Schniering;Herbert Schiller;Dana Pe'er;Fabian Theis	10.21203/rs.3.rs-94819/v1	2020		method_paper	primary_method_reference	0.850	18	https://doi.org/10.21203/rs.3.rs-94819/v1	mark_duplicate	likely_duplicate	candidate_only; requires_human_review_before_formal_ingest; duplicate_group_requires_manual_review; duplicate_suggestion_not_verified; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version; duplicate candidate; group_size=3; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version; duplicate_or_noncanonical_candidate; preprint_or_preprint_like_source; manual_override:mark_duplicate; manual_override_reason:preprint/version duplicate; keep as provenance, exclude from ranking.		publication	pending	review_needed	review_needed	retrieval_only	candidate_only; duplicate_group_requires_manual_review; duplicate_suggestion_not_verified	3	distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version	crossref	https://doi.org/10.21203/rs.3.rs-94819/v1		
P1	tradeSeq	CAND_PUB_tradeSeq_f20b8273a8d0	PUBWG_CAND_PUB_tradeSeq_f20b8273a8d0	true		tradeSeq: trajectory-based differential expression analysis for sequencing data	Koen Van den Berge;Hector Roux de Bezieux;Kelly Street;Wouter Saelens;Robrecht Cannoodt;Yvan Saeys;Sandrine Dudoit;Lieven Clement	10.1038/s41467-020-14766-3	2020	Nature Communications	method_paper	primary_method_reference	0.900		https://doi.org/10.1038/s41467-020-14766-3	manual_review	priority_review	candidate_only; requires_human_review_before_formal_ingest; manual authoritative seed; DOI checked; contains non-preprint version		publication	pending	review_needed				1	manual authoritative seed; DOI checked; contains non-preprint version	manual	https://doi.org/10.1038/s41467-020-14766-3		
P1	velociraptor	NO_CAND_velociraptor														manual_lookup_required	no_candidate_found	No publication candidate found in core50 candidate table; perform manual DOI/PMID/arXiv lookup before any promotion.	publication_id;title;doi;source_url;publication_year;authors												
P1	wot	CAND_PUB_wot_5704efaab479	PUBWG_CAND_PUB_wot_5704efaab479	true		Optimal-Transport Analysis of Single-Cell Gene Expression Identifies Developmental Trajectories in Reprogramming	Geoffrey Schiebinger;Jian Shu;Marcin Tabaka;Brian Cleary;Vidya Subramanian;Aryeh Solomon;Joshua Gould;Siyan Liu;Stacie Lin;Peter Berube;Lia Lee;Jenny Chen;Justin Brumbaugh;Philippe Rigollet;Konrad Hochedlinger;Rudolf Jaenisch;Aviv Regev;Eric S. Lander	10.1016/j.cell.2019.02.026	2019	Cell	method_paper	primary_method_reference	0.900		https://doi.org/10.1016/j.cell.2019.02.026	manual_review	priority_review	candidate_only; requires_human_review_before_formal_ingest; manual authoritative seed; DOI checked; contains non-preprint version; weak_title_tool_alignment		publication	pending	review_needed				1	manual authoritative seed; DOI checked; contains non-preprint version	manual	https://doi.org/10.1016/j.cell.2019.02.026		
P1	Scanpy	CAND_PUB_Scanpy_7fdbdd740af7	PUBWG_CAND_PUB_Scanpy_7fdbdd740af7	true		Scirpy: a Scanpy extension for analyzing single-cell T-cell receptor-sequencing data	Gregor Sturm;Tamas Szabo;Georgios Fotakis;Marlene Haider;Dietmar Rieder;Zlatko Trajanoski;Francesca Finotello	10.1093/bioinformatics/btaa611	2020	Bioinformatics	method_paper	primary_method_reference	0.850	170	https://doi.org/10.1093/bioinformatics/btaa611	review_needed:review_needed	priority_review	candidate_only; requires_human_review_before_formal_ingest; duplicate_group_requires_manual_review; canonical_suggestion_not_verified; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version; canonical candidate; group_size=2; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version		publication	pending	review_needed	review_needed	review_needed	candidate_only; duplicate_group_requires_manual_review; canonical_suggestion_not_verified	2	distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version	crossref	https://doi.org/10.1093/bioinformatics/btaa611		
P1	Scanpy	CAND_PUB_Scanpy_454a78daf3a3	PUBWG_CAND_PUB_Scanpy_454a78daf3a3	true		A Reproducible Pipeline for Preprocessing and Annotation of scRNA-seq Data Using Seurat and Scanpy	Vladimir Kovačević;Andreja Živić;Miloš Ivanović;Nevena Milivojević Dimitrijević;Marko Živanović	10.46793/iccbikg25.371k	2025	Book of Proceedings	method_paper	primary_method_reference	0.950	0	https://doi.org/10.46793/iccbikg25.371k	review_needed:review_needed	priority_review	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; has DOI; contains non-preprint version; canonical candidate; group_size=1; has DOI; contains non-preprint version		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified	1	has DOI; contains non-preprint version	crossref	https://doi.org/10.46793/iccbikg25.371k		
P1	Scanpy	CAND_PUB_Scanpy_5d71ef7b2a78	PUBWG_CAND_PUB_Scanpy_5d71ef7b2a78	true		Scirpy: A Scanpy extension for analyzing single-cell T-cell receptor sequencing data		10.37473/dac/10.1101/2020.04.10.035865	None		method_paper	primary_method_reference	0.700	2	https://doi.org/10.37473/dac/10.1101/2020.04.10.035865	review_needed:review_needed	needs_manual_lookup	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; has DOI; contains non-preprint version; canonical candidate; group_size=1; has DOI; contains non-preprint version; missing_fields:authors	authors	publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified	1	has DOI; contains non-preprint version	crossref	https://doi.org/10.37473/dac/10.1101/2020.04.10.035865		
P1	Scanpy	CAND_PUB_Scanpy_4671c99f42e8	PUBWG_CAND_PUB_Scanpy_4671c99f42e8	true		SCANPY: large-scale single-cell gene expression data analysis	F. Alexander Wolf;Philipp Angerer;Fabian J. Theis	10.1186/s13059-017-1382-0	2018	Genome Biology	method_paper	primary_method_reference	0.700	8132	https://doi.org/10.1186/s13059-017-1382-0	review_needed:review_needed	keep_candidate	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; has DOI; contains non-preprint version; canonical candidate; group_size=1; has DOI; contains non-preprint version		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified	1	has DOI; contains non-preprint version	crossref	https://doi.org/10.1186/s13059-017-1382-0		
P1	Scanpy	CAND_PUB_Scanpy_6f4843abf941	PUBWG_CAND_PUB_Scanpy_6f4843abf941	true		Scanpy for analysis of large-scale single-cell gene expression data	F. Alexander Wolf;Philipp Angerer;Fabian J. Theis	10.1101/174029	2017		method_paper	primary_method_reference	0.700	18	https://doi.org/10.1101/174029	review_needed:review_needed	keep_candidate	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; preprint_or_preprint_like_source; has DOI; contains preprint version; canonical candidate; group_size=1; has DOI; contains preprint version		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified; preprint_or_preprint_like_source	1	has DOI; contains preprint version	crossref	https://doi.org/10.1101/174029		
P1	Scanpy	CAND_PUB_Scanpy_4b08e6ebb832	PUBWG_CAND_PUB_Scanpy_7fdbdd740af7	false	CAND_PUB_Scanpy_7fdbdd740af7	Scirpy: A Scanpy extension for analyzing single-cell T-cell receptor sequencing data	Gregor Sturm;Tamas Szabo;Georgios Fotakis;Marlene Haider;Dietmar Rieder;Zlatko Trajanoski;Francesca Finotello	10.1101/2020.04.10.035865	2020		method_paper	primary_method_reference	0.850	4	https://doi.org/10.1101/2020.04.10.035865	review_needed:retrieval_only	likely_duplicate	candidate_only; requires_human_review_before_formal_ingest; duplicate_group_requires_manual_review; duplicate_suggestion_not_verified; preprint_or_preprint_like_source; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version; duplicate candidate; group_size=2; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version; duplicate_or_noncanonical_candidate		publication	pending	review_needed	review_needed	retrieval_only	candidate_only; duplicate_group_requires_manual_review; duplicate_suggestion_not_verified; preprint_or_preprint_like_source	2	distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version	crossref	https://doi.org/10.1101/2020.04.10.035865		
P1	Seurat	CAND_PUB_Seurat_bd75b9091845	PUBWG_CAND_PUB_Seurat_bd75b9091845	true		Seurat function argument values in scRNA-seq data analysis: potential pitfalls and refinements for biological interpretation	Mikhail Arbatsky;Ekaterina Vasilyeva;Veronika Sysoeva;Ekaterina Semina;Valeri Saveliev;Kseniya Rubina	10.3389/fbinf.2025.1519468	2025	Frontiers in Bioinformatics	method_paper	primary_method_reference	0.850	8	https://doi.org/10.3389/fbinf.2025.1519468	review_needed:review_needed	priority_review	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; has DOI; contains non-preprint version; canonical candidate; group_size=1; has DOI; contains non-preprint version; generic_or_common_tool_name_requires_disambiguation		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified	1	has DOI; contains non-preprint version	crossref	https://doi.org/10.3389/fbinf.2025.1519468		
P1	Seurat	CAND_PUB_Seurat_454a78daf3a3	PUBWG_CAND_PUB_Seurat_454a78daf3a3	true		A Reproducible Pipeline for Preprocessing and Annotation of scRNA-seq Data Using Seurat and Scanpy	Vladimir Kovačević;Andreja Živić;Miloš Ivanović;Nevena Milivojević Dimitrijević;Marko Živanović	10.46793/iccbikg25.371k	2025	Book of Proceedings	method_paper	primary_method_reference	0.950	0	https://doi.org/10.46793/iccbikg25.371k	review_needed:review_needed	priority_review	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; has DOI; contains non-preprint version; canonical candidate; group_size=1; has DOI; contains non-preprint version; generic_or_common_tool_name_requires_disambiguation		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified	1	has DOI; contains non-preprint version	crossref	https://doi.org/10.46793/iccbikg25.371k		
P1	Seurat	CAND_PUB_Seurat_60157e3024b4	PUBWG_CAND_PUB_Seurat_60157e3024b4	true		SeuratExplorer: An 'Shiny' App for Exploring scRNA-seq Data Processed in 'Seurat'	Yongchao Zhang	10.32614/cran.package.seuratexplorer	2025	CRAN: Contributed Packages	method_paper	primary_method_reference	0.850	0	https://doi.org/10.32614/cran.package.seuratexplorer	review_needed:review_needed	priority_review	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; has DOI; contains non-preprint version; canonical candidate; group_size=1; has DOI; contains non-preprint version; generic_or_common_tool_name_requires_disambiguation		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified	1	has DOI; contains non-preprint version	crossref	https://doi.org/10.32614/cran.package.seuratexplorer		
P1	Seurat	CAND_PUB_Seurat_77855202e52e	PUBWG_CAND_PUB_Seurat_77855202e52e	true		Seurat: Tools for Single Cell Genomics	Rahul Satija	10.32614/cran.package.seurat	2017	CRAN: Contributed Packages	method_paper	primary_method_reference	0.700	20	https://doi.org/10.32614/cran.package.seurat	review_needed:review_needed	keep_candidate	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; has DOI; contains non-preprint version; canonical candidate; group_size=1; has DOI; contains non-preprint version; generic_or_common_tool_name_requires_disambiguation		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified	1	has DOI; contains non-preprint version	crossref	https://doi.org/10.32614/cran.package.seurat		
P1	Seurat	CAND_PUB_Seurat_93163226cbf1	PUBWG_CAND_PUB_Seurat_93163226cbf1	true		Asc-Seurat – Analytical single-cell Seurat-based web application	WJ Pereira;FM Almeida;KM Balmant;DC Rodriguez;PM Triozzi;HW Schmidt;C Dervinis;GJ Pappas;M Kirst	10.1101/2021.03.19.436196	2021		method_paper	primary_method_reference	0.850	5	https://doi.org/10.1101/2021.03.19.436196	review_needed:review_needed	keep_candidate	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; preprint_or_preprint_like_source; has DOI; contains preprint version; canonical candidate; group_size=1; has DOI; contains preprint version; generic_or_common_tool_name_requires_disambiguation		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified; preprint_or_preprint_like_source	1	has DOI; contains preprint version	crossref	https://doi.org/10.1101/2021.03.19.436196		
P1	Seurat	CAND_PUB_Seurat_de98c08fdba4	PUBWG_CAND_PUB_Seurat_de98c08fdba4	true		STACAS: Sub-Type Anchor Correction for Alignment in Seurat to integrate single-cell RNA-seq data	Massimo Andreatta;Santiago J. Carmona	10.1101/2020.06.15.152306	2020		method_paper	primary_method_reference	0.850	0	https://doi.org/10.1101/2020.06.15.152306	review_needed:review_needed	keep_candidate	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; preprint_or_preprint_like_source; has DOI; contains preprint version; canonical candidate; group_size=1; has DOI; contains preprint version; generic_or_common_tool_name_requires_disambiguation		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified; preprint_or_preprint_like_source	1	has DOI; contains preprint version	crossref	https://doi.org/10.1101/2020.06.15.152306		
P1	Seurat	CAND_PUB_Seurat_e050d2f72ad8	PUBWG_CAND_PUB_Seurat_e050d2f72ad8	true		ShinyMultiome.UiO: An interactive open-source framework utilizing Seurat Objects for visualizing single-cell Multiomes	Akshay Akshay;Ankush Sharma;Ragnhild Eskeland	10.1101/2023.06.20.545756	2023		method_paper	primary_method_reference	0.850	0	https://doi.org/10.1101/2023.06.20.545756	review_needed:review_needed	keep_candidate	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; preprint_or_preprint_like_source; has DOI; contains preprint version; canonical candidate; group_size=1; has DOI; contains preprint version; generic_or_common_tool_name_requires_disambiguation		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified; preprint_or_preprint_like_source	1	has DOI; contains preprint version	crossref	https://doi.org/10.1101/2023.06.20.545756		
P1	Seurat	CAND_PUB_Seurat_1a55f7f15352	PUBWG_CAND_PUB_Seurat_1a55f7f15352	true		scPipeline: A Wrapper for 'Seurat' and Related R Packages for End-to-End Single Cell Analysis	Viswanadham Sridhara	10.32614/cran.package.scpipeline	2025	CRAN: Contributed Packages	method_paper	primary_method_reference	0.700	0	https://doi.org/10.32614/cran.package.scpipeline	review_needed:review_needed	keep_candidate	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; has DOI; contains non-preprint version; canonical candidate; group_size=1; has DOI; contains non-preprint version; generic_or_common_tool_name_requires_disambiguation		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified	1	has DOI; contains non-preprint version	crossref	https://doi.org/10.32614/cran.package.scpipeline		
P1	Harmony	CAND_PUB_Harmony_072fd76703cc	PUBWG_CAND_PUB_Harmony_072fd76703cc	true		Fast, sensitive, and accurate integration of single cell data with Harmony	Ilya Korsunsky;Jean Fan;Kamil Slowikowski;Fan Zhang;Kevin Wei;Yuriy Baglaenko;Michael Brenner;Po-Ru Loh;Soumya Raychaudhuri	10.1101/461954	2018		method_paper	primary_method_reference	0.850	108	https://doi.org/10.1101/461954	review_needed:review_needed	keep_candidate	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; preprint_or_preprint_like_source; has DOI; contains preprint version; canonical candidate; group_size=1; has DOI; contains preprint version; generic_or_common_tool_name_requires_disambiguation		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified; preprint_or_preprint_like_source	1	has DOI; contains preprint version	crossref	https://doi.org/10.1101/461954		
P1	Harmony	CAND_PUB_Harmony_7508d7d621bb	PUBWG_CAND_PUB_Harmony_7508d7d621bb	true		harmony: Fast, Sensitive, and Accurate Integration of Single Cell Data	Nikolaos Patikas;Hongcheng Yao;Ilya Korsunsky;Martin Hemberg;Nghia Millard;Jean Fan;Kamil Slowikowski;Soumya Raychaudhuri	10.32614/cran.package.harmony	2021	CRAN: Contributed Packages	method_paper	primary_method_reference	0.700	7	https://doi.org/10.32614/cran.package.harmony	review_needed:review_needed	keep_candidate	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; has DOI; contains non-preprint version; canonical candidate; group_size=1; has DOI; contains non-preprint version; generic_or_common_tool_name_requires_disambiguation		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified	1	has DOI; contains non-preprint version	crossref	https://doi.org/10.32614/cran.package.harmony		
P1	Harmony	CAND_PUB_Harmony_fdefc5628ea6	PUBWG_CAND_PUB_Harmony_fdefc5628ea6	true		Achieving Harmony in Worldwide Stem Cell Policy?	Arthur Caplan;Peter Bürkli	10.1016/j.stem.2009.06.009	2009	Cell Stem Cell	method_paper	primary_method_reference	0.700	0	https://doi.org/10.1016/j.stem.2009.06.009	review_needed:review_needed	likely_noise	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; has DOI; contains non-preprint version; canonical candidate; group_size=1; has DOI; contains non-preprint version; likely_name_collision_or_non_method_record; generic_or_common_tool_name_requires_disambiguation		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified	1	has DOI; contains non-preprint version	crossref	https://doi.org/10.1016/j.stem.2009.06.009		
P1	Harmony	CAND_PUB_Harmony_a3ff4431d8fa	PUBWG_CAND_PUB_Harmony_a3ff4431d8fa	true		C14. HARMONY IN HEALING: IMMUNE CELL CHOREGRAPHY OF LUNG INJURY AND REPAIR		10.1164/ajrccm-conference.2024.c14	2024		method_paper	primary_method_reference	0.700	0	https://doi.org/10.1164/ajrccm-conference.2024.c14	review_needed:review_needed	likely_noise	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; has DOI; contains non-preprint version; canonical candidate; group_size=1; has DOI; contains non-preprint version; likely_name_collision_or_non_method_record; generic_or_common_tool_name_requires_disambiguation; missing_fields:authors	authors	publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified	1	has DOI; contains non-preprint version	crossref	https://doi.org/10.1164/ajrccm-conference.2024.c14		
