severity	issue_type	table_name	record_id	tool_name	field_name	field_value	issue_detail	suggested_action	recommendation_grade_risk
low	missing_pmid	tool_publications	CAND_PUB_Harmony_072fd76703cc	Harmony	pmid		Required or governance-significant field is blank: pmid.	Lookup PMID where available; if no PMID exists, record explicit no_pmid reason in review notes.	low
low	missing_pmid	tool_publications	CAND_PUB_MAESTRO_2020_Wang	MAESTRO	pmid		Required or governance-significant field is blank: pmid.	Lookup PMID where available; if no PMID exists, record explicit no_pmid reason in review notes.	low
low	missing_pmid	tool_publications	CAND_PUB_MIMOSCA_7882e7558c0e	MIMOSCA	pmid		Required or governance-significant field is blank: pmid.	Lookup PMID where available; if no PMID exists, record explicit no_pmid reason in review notes.	low
low	missing_pmid	tool_publications	CAND_PUB_MOFA2_aa1b75ff2c06	MOFA2	pmid		Required or governance-significant field is blank: pmid.	Lookup PMID where available; if no PMID exists, record explicit no_pmid reason in review notes.	low
low	missing_pmid	tool_publications	CAND_PUB_Scanpy_4671c99f42e8	Scanpy	pmid		Required or governance-significant field is blank: pmid.	Lookup PMID where available; if no PMID exists, record explicit no_pmid reason in review notes.	low
low	missing_pmid	tool_publications	CAND_PUB_Scanpy_7fdbdd740af7	Scanpy	pmid		Required or governance-significant field is blank: pmid.	Lookup PMID where available; if no PMID exists, record explicit no_pmid reason in review notes.	low
low	missing_pmid	tool_publications	CAND_PUB_Scrublet_137a56b00546	Scrublet	pmid		Required or governance-significant field is blank: pmid.	Lookup PMID where available; if no PMID exists, record explicit no_pmid reason in review notes.	low
low	missing_pmid	tool_publications	CAND_PUB_SeuratExtend_c1e2e7efeed4	SeuratExtend	pmid		Required or governance-significant field is blank: pmid.	Lookup PMID where available; if no PMID exists, record explicit no_pmid reason in review notes.	low
low	missing_pmid	tool_publications	CAND_PUB_Seurat_v3_2019_Stuart	Seurat	pmid		Required or governance-significant field is blank: pmid.	Lookup PMID where available; if no PMID exists, record explicit no_pmid reason in review notes.	low
low	missing_pmid	tool_publications	CAND_PUB_Seurat_v4_2021_Hao	Seurat	pmid		Required or governance-significant field is blank: pmid.	Lookup PMID where available; if no PMID exists, record explicit no_pmid reason in review notes.	low
low	missing_pmid	tool_publications	CAND_PUB_SingleR_2019_Aran	SingleR	pmid		Required or governance-significant field is blank: pmid.	Lookup PMID where available; if no PMID exists, record explicit no_pmid reason in review notes.	low
low	missing_pmid	tool_publications	CAND_PUB_SoupX_5218c8e163d7	SoupX	pmid		Required or governance-significant field is blank: pmid.	Lookup PMID where available; if no PMID exists, record explicit no_pmid reason in review notes.	low
low	missing_pmid	tool_publications	CAND_PUB_cell2location_34b39045863f	cell2location	pmid		Required or governance-significant field is blank: pmid.	Lookup PMID where available; if no PMID exists, record explicit no_pmid reason in review notes.	low
low	missing_pmid	tool_publications	CAND_PUB_moscot_2f5c815e18fd	moscot	pmid		Required or governance-significant field is blank: pmid.	Lookup PMID where available; if no PMID exists, record explicit no_pmid reason in review notes.	low
low	missing_pmid	tool_publications	CAND_PUB_nicheformer_a899071c948d	nicheformer	pmid		Required or governance-significant field is blank: pmid.	Lookup PMID where available; if no PMID exists, record explicit no_pmid reason in review notes.	low
low	missing_pmid	tool_publications	CAND_PUB_scGPT_0cdaba5ffd46	scGPT	pmid		Required or governance-significant field is blank: pmid.	Lookup PMID where available; if no PMID exists, record explicit no_pmid reason in review notes.	low
low	missing_pmid	tool_publications	CAND_PUB_scGPT_2eb4be49e9f6	scGPT	pmid		Required or governance-significant field is blank: pmid.	Lookup PMID where available; if no PMID exists, record explicit no_pmid reason in review notes.	low
low	missing_pmid	tool_publications	CAND_PUB_scIB_02fe7fd09f0d	scIB	pmid		Required or governance-significant field is blank: pmid.	Lookup PMID where available; if no PMID exists, record explicit no_pmid reason in review notes.	low
low	missing_pmid	tool_publications	CAND_PUB_scVelo_524cf1f1f80e	scVelo	pmid		Required or governance-significant field is blank: pmid.	Lookup PMID where available; if no PMID exists, record explicit no_pmid reason in review notes.	low
low	missing_pmid	tool_publications	CAND_PUB_scvi-tools_0214cd4cc2d8	scvi-tools	pmid		Required or governance-significant field is blank: pmid.	Lookup PMID where available; if no PMID exists, record explicit no_pmid reason in review notes.	low
low	missing_pmid	tool_publications	CAND_PUB_scvi-tools_e983ebf1014d	scvi-tools	pmid		Required or governance-significant field is blank: pmid.	Lookup PMID where available; if no PMID exists, record explicit no_pmid reason in review notes.	low
low	missing_pmid	tool_publications	CAND_PUB_tradeSeq_f20b8273a8d0	tradeSeq	pmid		Required or governance-significant field is blank: pmid.	Lookup PMID where available; if no PMID exists, record explicit no_pmid reason in review notes.	low
low	missing_pmid	tool_publications	CAND_PUB_wot_5704efaab479	wot	pmid		Required or governance-significant field is blank: pmid.	Lookup PMID where available; if no PMID exists, record explicit no_pmid reason in review notes.	low
