item_type,item_id,module,definition,design1_status,proposed_5c_status,reason,competency_questions,human_decision,human_notes
PROPERTY,qualified_name,property-model,Callable qualified name with its package; rename needs identity review.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-A05,,
PROPERTY,ecosystem,property-model,Distribution ecosystem.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-B01,,
PROPERTY,distribution_name,property-model,Distribution name within its ecosystem.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-B01,,
PROPERTY,immutable_release_ref,property-model,Immutable release commit/digest; version label alone is insufficient.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-A02,,
PROPERTY,release_date,property-model,Declared release date as ISO-8601 date.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-A02;CQ-F02,,
PROPERTY,media_type,property-model,Media type used to interpret excerpt offsets.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-G01,,
PROPERTY,source_uri,property-model,Acquisition URI; not proof of support.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-G01,,
PROPERTY,work_identifier,property-model,Work-level DOI/documentation identity; editions are SourceRevisions.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-G01,,
PROPERTY,value_domain,property-model,Embedded declared datatype and optional controlled values for ParameterDefinition; comparisons use this domain with the existing unit property.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-B03,,
PROPERTY,unit,property-model,Unit for a parameter value when meaningful.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-B03,,
PROPERTY,value_semantics,property-model,Scientific meaning of stored values.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-C01;CQ-C02,,
PROPERTY,feature_namespace,property-model,"Abstract feature identifier namespace, not concrete feature order or hash.",REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-C01;CQ-C02,,
PROPERTY,observation_unit,property-model,Scientific unit of observation.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-C01;CQ-C02,,
PROPERTY,missingness_semantics,property-model,Meaning of missing values.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-C01;CQ-C02,,
PROPERTY,role,property-model,Named input/output role.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-C01;CQ-C02;CQ-C03,,
PROPERTY,exact_text,property-model,Verbatim bounded excerpt without normalization.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-F01;CQ-F05,,
PROPERTY,content_hash,property-model,SHA-256; EvidenceSpan hashes exact UTF-8 text; SourceArtifact and ReferenceArtifactRevision hash immutable original bytes.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-F01;CQ-F05;CQ-G01,,
PROPERTY,assessment_method,property-model,Declared assessment procedure and version.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-F03;CQ-F04,,
PROPERTY,assessor_ref,property-model,Opaque external agent identity; does not import an Agent class.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-F03;CQ-F04,,
PROPERTY,activity_ref,property-model,Opaque external provenance activity reference; no local action authority.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-E01;CQ-E03;CQ-F01;CQ-F03;CQ-F04;CQ-F05;CQ-G01,,
PROPERTY,created_at,property-model,Assessment timestamp with timezone.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-F03;CQ-F04,,
PROPERTY,rationale,property-model,Bounded explanation of alignment/support judgment.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-F03;CQ-F04,,
PROPERTY,description,property-model,What evidence is missing; absence never proves a negation.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-F07,,
PROPERTY,impact,property-model,Scientific impact of the gap; not execution authorization.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-F07,,
PROPERTY,effect_description,property-model,Descriptive/display metadata only; never decision evidence or an assertion predicate.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-C02;CQ-C03,,
PROPERTY,deprecated,property-model,Deprecation metadata; does not imply a replacement or incompatibility.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-A01;CQ-A02;CQ-B05,,
PROPERTY,is_sparse,property-model,A scoped sparsity proposition; scientific evidence is required when asserted.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-C01;CQ-C02,,
PROPERTY,subject_aligned,property-model,Evidence aligns with the exact statement subject.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-F03;CQ-F04,,
PROPERTY,predicate_aligned,property-model,Evidence aligns with predicate semantics.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-F03;CQ-F04,,
PROPERTY,object_aligned,property-model,Evidence aligns with the exact object or literal.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-F03;CQ-F04,,
PROPERTY,axes,property-model,"Abstract axis names, not concrete sample values.",REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-C01;CQ-C02,,
PROPERTY,transformation_state,property-model,"Declared scientific transformation states, not runtime freshness.",REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-C01;CQ-C02,,
PROPERTY,modalities,property-model,Assay modality terms.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-C01;CQ-C02,,
PROPERTY,required_value_states,property-model,Required scientific value states.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-D01,,
PROPERTY,required_transformations,property-model,Transformations required by the constraint.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-D01,,
PROPERTY,forbidden_transformations,property-model,Transformations forbidden by the constraint.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-D01,,
PROPERTY,required_metadata,property-model,Metadata names required by the constraint.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-D01,,
PROPERTY,lineage_input_port_ids,property-model,"References to InputPorts of the same OperatorRevision, never runtime dataset lineage.",REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-C02;CQ-C03,,
PROPERTY,preserves,property-model,"Declared invariant semantic dimensions, not proof of a particular runtime result.",REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-C02;CQ-C03,,
PROPERTY,components,property-model,"Embedded component descriptions: role, kind, axes and value semantics; no independent graph identity.",REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-C01;CQ-C02,,
PROPERTY,numeric_constraints,property-model,"Embedded field/comparator/value/datatype/unit conditions; scientific bounds require evidence, never fabricated defaults.",REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-D01,,
PROPERTY,scope_status,property-model,Missing applicability is explicit; unknown is not universal.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-D04;CQ-E01;CQ-E03,,
PROPERTY,combination,property-model,ALL_OF requires every member; ANY_OF requires at least one. Shared context composition preserves this operator.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-C01;CQ-D01;CQ-D04,,
PROPERTY,strength,property-model,"Obligation/advice strength, independent of activation condition; never inferred from a verb.",REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-D01,,
PROPERTY,when,property-model,"Optional conjunction of typed activation conditions, independent of strength. Empty/absent does not imply universal applicability: activation_status must be explicit.",REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-D01,,
PROPERTY,production_conditions,property-model,Parameter conditions controlling declared output production.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-C02;CQ-C03,,
PROPERTY,defining_parameter_conditions,property-model,Scientifically meaningful conditions distinguishing a method specialization.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-B02;CQ-B03,,
PROPERTY,polarity,property-model,Explicit truth polarity; absence of evidence is not NEGATIVE.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-E01;CQ-E03,,
PROPERTY,assertion_kind,property-model,"Statement kind is an enum, not a family of classes.",REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-E01;CQ-E03,,
PROPERTY,epistemic_status,property-model,"Author epistemic stance, independent of support/review/trust.",REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-E01;CQ-E03,,
PROPERTY,predicate,property-model,ID of a registered scientific link or an assertion-enabled scalar property.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-E01;CQ-E03,,
PROPERTY,literal_value,property-model,Exactly one typed literal or object entity reference; typed literals carry datatype and value.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-E01;CQ-E03,,
PROPERTY,support_type,property-model,"Evidence judgment, not a predicate.",REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-F03;CQ-F04,,
PROPERTY,scope_alignment,property-model,Relation of evidence scope to the assertion context.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-F03;CQ-F04,,
PROPERTY,status,property-model,Assessment lifecycle only; does not encode statement trust.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-F03;CQ-F04,,
PROPERTY,confidence,property-model,"Optional calibrated value in [0,1]; never substitutes for support/review.",REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-F03;CQ-F04,,
PROPERTY,page,property-model,One-based page when source is paginated; not mandatory for HTML/code.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-F01;CQ-F05,,
PROPERTY,start_offset,property-model,Zero-based Unicode code-point offset in the declared exact_text_stream locator.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-F01;CQ-F05,,
PROPERTY,end_offset,property-model,Exclusive Unicode code-point offset; must exceed start_offset.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-F01;CQ-F05,,
PROPERTY,section,property-model,Optional section path; not an interpreted proposition.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-F01;CQ-F05,,
PROPERTY,locator,property-model,"Source-specific locator with kind, value and declared text-stream convention when offsets are used.",REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-F01;CQ-F05,,
PROPERTY,min_cardinality,property-model,Minimum number of runtime bindings; separate from number of requirement alternatives.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-C01,,
PROPERTY,max_cardinality,property-model,Optional finite maximum runtime bindings; >= minimum.,REVIEWED_SCALAR_OR_EMBEDDED_VALUE,PROPERTY,Scalar or embedded value without independent graph identity.,CQ-C01,,
QUALIFIER,modality,scKG-statement,Assay modality condition.,PROPOSED_V2,QUALIFIER,"Use inline context unless independent shared scope identity is needed; equal duplicate values deduplicate, conflicting values reject.",CQ-E02;CQ-D04,,
QUALIFIER,organism_taxon,scKG-statement,Taxon identifier condition.,PROPOSED_V2,QUALIFIER,"Use inline context unless independent shared scope identity is needed; equal duplicate values deduplicate, conflicting values reject.",CQ-E02;CQ-D04,,
QUALIFIER,assay,scKG-statement,Assay technology condition.,PROPOSED_V2,QUALIFIER,"Use inline context unless independent shared scope identity is needed; equal duplicate values deduplicate, conflicting values reject.",CQ-E02;CQ-D04,,
QUALIFIER,observation_unit,scKG-statement,Unit of scientific observation.,PROPOSED_V2,QUALIFIER,"Use inline context unless independent shared scope identity is needed; equal duplicate values deduplicate, conflicting values reject.",CQ-E02;CQ-D04,,
QUALIFIER,study_design,scKG-statement,Study design condition.,PROPOSED_V2,QUALIFIER,"Use inline context unless independent shared scope identity is needed; equal duplicate values deduplicate, conflicting values reject.",CQ-E02;CQ-D04,,
QUALIFIER,software_version,scKG-statement,Subject-bound software version constraint.,PROPOSED_V2,QUALIFIER,"Use inline context unless independent shared scope identity is needed; equal duplicate values deduplicate, conflicting values reject.",CQ-E02;CQ-D04,,
QUALIFIER,method_version,scKG-statement,Subject-bound method edition condition; unknown stays unknown.,PROPOSED_V2,QUALIFIER,"Use inline context unless independent shared scope identity is needed; equal duplicate values deduplicate, conflicting values reject.",CQ-E02;CQ-D04,,
QUALIFIER,flavor,scKG-statement,Scientific implementation flavor.,PROPOSED_V2,QUALIFIER,"Use inline context unless independent shared scope identity is needed; equal duplicate values deduplicate, conflicting values reject.",CQ-E02;CQ-D04,,
QUALIFIER,parameter_condition,scKG-statement,Condition on a ParameterDefinition.,PROPOSED_V2,QUALIFIER,"Use inline context unless independent shared scope identity is needed; equal duplicate values deduplicate, conflicting values reject.",CQ-E02;CQ-D04,,
QUALIFIER,representation_state,scKG-statement,Scientific value/transformation state only; never runtime freshness.,PROPOSED_V2,QUALIFIER,"Use inline context unless independent shared scope identity is needed; equal duplicate values deduplicate, conflicting values reject.",CQ-E02;CQ-D04,,
PROPERTY,activation_status,property-model,specified has nonempty when; unconditional has explicit empty when; unknown means no condition information and must not activate universally.,5C.1_TARGETED_CORRECTION,PROPERTY,Required value contract for N01/N02/N04/N05; no new unrelated class or predicate.,CQ-D01;CQ-D03;CQ-D04,,
PROPERTY,artifact_kind,property-model,"Minimal reference kind, preserving existing v1 scientific model/atlas/mapping distinction.",5C.1_TARGETED_CORRECTION,PROPERTY,Required value contract for N01/N02/N04/N05; no new unrelated class or predicate.,CQ-D01;CQ-D03;CQ-D04,,
PROPERTY,qualifiers,property-model,Required shared context payload; validated using qualifier_registry and scope_status/combination.,5C.1_TARGETED_CORRECTION,PROPERTY,Required value contract for N01/N02/N04/N05; no new unrelated class or predicate.,CQ-D01;CQ-D03;CQ-D04,,
PROPERTY,unknown_dimensions,property-model,Explicit unknown context dimensions for partially_known scopes; disjoint from known qualifiers.,5C.1_TARGETED_CORRECTION,PROPERTY,Required value contract for N01/N02/N04/N05; no new unrelated class or predicate.,CQ-D01;CQ-D03;CQ-D04,,
