claim_id	subject_id	subject	predicate	object_id	object	claim_text	source_document_id	source_document	source_type	source_authority	authority_tier	source_span_id	exact_evidence_locator	source_local_wording	scope	modality	version	projected_kg_relation	derived_relation_ids	alias_version_ambiguity	alias_version_note	multi_entity_evidence	evidence_entities	possible_contradiction	contradiction_note	review_risk	review_risk_reasons	review_decision	reviewer_reason
atomic-claim:99884b84406d7959c9446635	tool:harmony	Harmony	key_parameter	parameter:harmony_covariates	harmony_covariates	Harmony's integration covariate vector controls which dataset, donor or batch effects are integrated.	SRCV2_41478613cbd9d76f	Harmony official GitHub README	github_readme	official_project_documentation	source_material	sourcev2:39b8f557e5782a49ee55	section:Standalone Mode;paragraph:12-23	"…For a more detailed overview of the `RunHarmony()` Seurat interface check, the [Seurat vignette](https://korsunskylab.github.io/harmony2/articles/Seurat.html) Harmony can integrate over multiple covariates. To do this, specify a vector covariates to integrate. ```r my_harmony_embeddings <- RunHarmony( my_pca_embeddings, meta_data, c(""dataset"", ""donor"", ""batch_id"") ) ``` ```r seuratObject <- RunHarmony(seuratObject, c(""dataset"", ""donor"", ""batch_id"")) ``` The examples above all return integrated PCA embeddings. We created a [detailed walkthrough](https://korsunskylab.github.io/harmony2/articles/detailedWalkthrough.html) that explores the internal data structures and mechanics of the Harmony algorithm. 1. OpenBLAS wil…"	documented_api	scRNA-seq		KEY_PARAMETER		false		true	PCA;UMAP;Harmony;Seurat	false		medium	multi_entity_source_span		
atomic-claim:2df5bd0c6d3280b626f39830	tool:harmony	Harmony	limitation	limitation:harmony_expression_not_corrected	harmony_expression_not_corrected	Harmony-adjusted coordinates do not alter individual-gene expression values, so differential expression needs a batch-aware approach.	SRCV2_2c0511efe147368a	Fast, sensitive, and accurate integration of single cell data with Harmony	doi_landing_or_open_html	primary_or_peer_reviewed_source_document	source_material	sourcev2:bd5f8132711c97b4e432	page:15;section:Umap 1;paragraph:27	…pipeline. Downstream analyses, such as clustering, trajectory analysis, and visualization, can use213 the integrated Harmony adjusted coordinates instead of the commonly used PCA coordinates. As a corollary, Harmony214 does not alter the expression values of individual genes to account for dataset-speciﬁc differences. We recommend using a215 batch-aware approach, such as a linear model with covariates, for differential expression analysis.216 In our meta-analysis of pancreatic islet cells, we identiﬁed a previously undescribed rare subpopulation of alpha ER217 stress cells (Figure 5F,J). Similar to beta ER stress cells, they appear to have reduced endocrine function (Figure 5K).218 Because Harmony integrated over bo…	general	scRNA-seq		HAS_LIMITATION		false		true	PCA;Harmony	true	Adjusted-coordinate output must not be interpreted as corrected gene-expression values.	high	multi_entity_source_span;possible_scope_or_output_conflict;conditional_limitation_boundary		
atomic-claim:60b52936860933b97d81421d	tool:scanorama	Scanorama	supports_task	task:batch_integration	batch integration	Scanorama supports batch correction and integration of heterogeneous single-cell RNA-seq datasets.	SRCV2_daf1d29894245278	Scanorama official GitHub README	github_readme	official_project_documentation	source_material	sourcev2:d869d09f04f1e0c29624	section:Scanorama;paragraph:1-11	"- [API example usage](#api-example-usage) - [Full tutorial](#full-tutorial) - [Installation](#installation) - [Testing](#testing) - [Troubleshooting](#troubleshooting) Scanorama enables batch-correction and integration of heterogeneous scRNA-seq datasets, which is described in the paper [""Efficient integration of heterogeneous single-cell transcriptomes using Scanorama""](https://www.nature.com/articles/s41587-019-0113-3) by Brian Hie, Bryan Bryson, and Bonnie Berger. This repository contains the Scanorama source code as well as scripts necessary for reproducing the results in the paper. A detailed step-by-s…"	documented_api	scRNA-seq		SUPPORTS_TASK		false		true	Scanorama;Scanpy	false		medium	multi_entity_source_span		
atomic-claim:a0b7fff4a35112d29488d58d	tool:scanorama	Scanorama	consumes	representation:multiple_expression_matrices	multiple_expression_matrices	Scanorama consumes a collection of expression matrices together with gene lists.	SRCV2_daf1d29894245278	Scanorama official GitHub README	github_readme	official_project_documentation	source_material	sourcev2:d869d09f04f1e0c29624	section:Scanorama;paragraph:1-11	…natively, parameter documentation using the base Scanorama package is provided in the Scanorama source code at the top of [`scanorama/scanorama.py`](scanorama/scanorama.py). Here is example usage of Scanorama in Python: datasets = [ list of scipy.sparse.csr_matrix or numpy.ndarray ] integrated, genes = scanorama.integrate(datasets, genes_list) corrected, genes = scanorama.correct(datasets, genes_list) integrated, corrected, genes = scanorama.correct(datasets, genes_list, return_dimred=True) ```	documented_api	scRNA-seq		CONSUMES		false		true	Scanorama;Scanpy	false		medium	multi_entity_source_span		
atomic-claim:60acaec7ee63a9785c1e5635	tool:scanorama	Scanorama	produces	representation:integrated_embedding	integrated_embedding	Scanorama integrate_scanpy stores an integrated low-dimensional embedding in adata.obsm as X_scanorama.	SRCV2_daf1d29894245278	Scanorama official GitHub README	github_readme	official_project_documentation	source_material	sourcev2:b9f757749c16210255c0	section:Integration and batch correction.;paragraph:14-23	corrected = scanorama.correct_scanpy(adatas, return_dimred=True) ``` The function `integrate_scanpy()` will simply add an entry into `adata.obsm` called `'X_scanorama'` for each `adata` in `adatas`. `obsm['X_scanorama']` contains the low dimensional embeddings as a result of integration, which can be used for KNN graph construction, visualization, and other downstream analysis. The function `correct_scanpy()` is a little more involved -- it will create new `AnnData` objects and replace `adata.X` with the Scanorama-transformed cell-by-gene matrix, while keeping the other metadata in `adata` as well. You can also c…	documented_api	scRNA-seq		PRODUCES		false		true	neighbor graph;Scanorama;Scanpy	true	Scanorama output differs by API function and return flags; embedding and corrected-matrix claims must remain separate.	high	multi_entity_source_span;possible_scope_or_output_conflict		
atomic-claim:8fe686a1e3912c7cbe355df1	tool:scanorama	Scanorama	produces	representation:corrected_expression_matrix	corrected_expression_matrix	Scanorama correct_scanpy can produce AnnData objects whose X contains a corrected cell-by-gene matrix.	SRCV2_daf1d29894245278	Scanorama official GitHub README	github_readme	official_project_documentation	source_material	sourcev2:b9f757749c16210255c0	section:Integration and batch correction.;paragraph:14-23	corrected = scanorama.correct_scanpy(adatas, return_dimred=True) ``` The function `integrate_scanpy()` will simply add an entry into `adata.obsm` called `'X_scanorama'` for each `adata` in `adatas`. `obsm['X_scanorama']` contains the low dimensional embeddings as a result of integration, which can be used for KNN graph construction, visualization, and other downstream analysis. The function `correct_scanpy()` is a little more involved -- it will create new `AnnData` objects and replace `adata.X` with the Scanorama-transformed cell-by-gene matrix, while keeping the other metadata in `adata` as well. You can also call Scanorama from R using the [`reticulate`](https://rstudio.github.io/reticulate/) package (tested with R version 3.5.1 and reticulate version 1.10): genes_list <- list( list of list of string ) library(reticulate) scanorama <- import('scanorama') integrated.data <- scanorama$integrate(da…	documented_api	scRNA-seq		PRODUCES		false		true	neighbor graph;Scanorama;Scanpy	true	Scanorama output differs by API function and return flags; embedding and corrected-matrix claims must remain separate.	high	multi_entity_source_span;possible_scope_or_output_conflict		
atomic-claim:b9516497a8cac23972611a0a	tool:scanorama	Scanorama	key_parameter	parameter:scanorama_batch_size	scanorama_batch_size	Scanorama batch_size can be lowered to reduce memory use for large integrations.	SRCV2_daf1d29894245278	Scanorama official GitHub README	github_readme	official_project_documentation	source_material	sourcev2:53d71aebc10f4cdb4ddf	section:Troubleshooting;paragraph:45-48	"- For large dataset integration under memory constraints (e.g., if you run into a `MemoryError`), try lowering the `batch_size` parameter to improve memory usage and try sketch-based acceleration using the `sketch` parameter to `integrate()` to improve both memory usage and runtime. - Some users report ""Illegal instruction"" or ""Segfault"" errors using the most recent versions of the `annoy` package; Scanorama is tested with `annoy` version 1.11.5 on Ubuntu 18.04. To fix, pass `approx=False` to use scikit-learn's near…"	documented_api	scRNA-seq		KEY_PARAMETER		false		false	Scanorama	false		low	direct_source_bound_documented_api_claim		
atomic-claim:192a8599295ba2817095fe5f	tool:scanorama	Scanorama	limitation	limitation:scanorama_large_dataset_memory	scanorama_large_dataset_memory	Large Scanorama integrations may encounter memory limits and can require smaller batches or sketch-based acceleration.	SRCV2_daf1d29894245278	Scanorama official GitHub README	github_readme	official_project_documentation	source_material	sourcev2:53d71aebc10f4cdb4ddf	section:Troubleshooting;paragraph:45-48	"- For large dataset integration under memory constraints (e.g., if you run into a `MemoryError`), try lowering the `batch_size` parameter to improve memory usage and try sketch-based acceleration using the `sketch` parameter to `integrate()` to improve both memory usage and runtime. - Some users report ""Illegal instruction"" or ""Segfault"" errors using the most recent versions of the `annoy` package; Scanorama is tested with `annoy` version 1.11.5 on Ubuntu 18.04. To fix, pass `approx=False` to us…"	documented_api	scRNA-seq		HAS_LIMITATION		false		false	Scanorama	false		medium	conditional_limitation_boundary		
atomic-claim:ea3d886ce4a17fd25d2082e5	tool:scrublet	Scrublet	supports_task	task:doublet_detection	doublet detection	Scrublet identifies doublets in single-cell RNA-seq data.	SRCV2_b7109f89611a4334	Scrublet official GitHub README	github_readme	official_project_documentation	source_material	sourcev2:111374ebeb154e8b9052	section:Scrublet;paragraph:1-5	**S**ingle-**C**ell **R**emover of Do**ublet**s Python code for identifying doublets in single-cell RNA-seq data. For details and validation of the method, see our paper in [Cell Systems](https://www.sciencedirect.com/science/article/pii/S2405471218304745) or the preprint on [bioRxiv](https://www.biorxiv.org/content/early/2018/07/09/357368). For a typical workflow, including interpretation of predicted doublet scores, see the example [notebook](./examples/scrublet_basics.ipynb). Given a raw (unn…	documented_api	scRNA-seq	0.2.x	SUPPORTS_TASK		false		true	UMAP;Scrublet	false		medium	multi_entity_source_span		
atomic-claim:d0b01674c412aa2668a287b9	tool:scrublet	Scrublet	requires_representation	representation:raw_umi_counts	raw_umi_counts	Scrublet requires a raw, unnormalized UMI count matrix with cells as rows and genes as columns.	SRCV2_b7109f89611a4334	Scrublet official GitHub README	github_readme	official_project_documentation	source_material	sourcev2:111374ebeb154e8b9052	section:Scrublet;paragraph:1-5	…on [bioRxiv](https://www.biorxiv.org/content/early/2018/07/09/357368). For a typical workflow, including interpretation of predicted doublet scores, see the example [notebook](./examples/scrublet_basics.ipynb). Given a raw (unnormalized) UMI counts matrix `counts_matrix` with cells as rows and genes as columns, calculate a doublet score for each cell: ```python import scrublet as scr scrub = scr.Scrublet(counts_matrix) doublet_scores, predicted_doublets = scrub.scrub_doublets() ``` `scr.scrub_doublets()` simulates doublets from the observed data and uses a k-nearest-neighbor classifier to calculate a continuous `doublet_score` (between 0 and 1) for each transcrip…	documented_api	scRNA-seq	0.2.x	REQUIRES_REPRESENTATION		false		true	UMAP;Scrublet	false		medium	multi_entity_source_span		
atomic-claim:49e6a478e7ef0861a25ed4ab	tool:scrublet	Scrublet	produces	representation:doublet_scores	doublet_scores	Scrublet produces a continuous doublet score for each transcriptome.	SRCV2_b7109f89611a4334	Scrublet official GitHub README	github_readme	official_project_documentation	source_material	sourcev2:111374ebeb154e8b9052	section:Scrublet;paragraph:1-5	…crub = scr.Scrublet(counts_matrix) doublet_scores, predicted_doublets = scrub.scrub_doublets() ``` `scr.scrub_doublets()` simulates doublets from the observed data and uses a k-nearest-neighbor classifier to calculate a continuous `doublet_score` (between 0 and 1) for each transcriptome. The score is automatically thresholded to generate `predicted_doublets`, a boolean array that is `True` for predicted doublets and `False` otherwise. - When working with data from multiple samples, run Scrublet on each sample separately. Because Scrublet is designed to detect technical doublets formed by the random…	documented_api	scRNA-seq	0.2.x	PRODUCES		false		true	UMAP;Scrublet	false		medium	multi_entity_source_span		
atomic-claim:14d7afd8b9f67d013f6f6ee2	tool:scrublet	Scrublet	produces	representation:predicted_doublet_calls	predicted_doublet_calls	Scrublet thresholds doublet scores to produce boolean predicted-doublet calls.	SRCV2_b7109f89611a4334	Scrublet official GitHub README	github_readme	official_project_documentation	source_material	sourcev2:111374ebeb154e8b9052	section:Scrublet;paragraph:1-5	…raw (unnormalized) UMI counts matrix `counts_matrix` with cells as rows and genes as columns, calculate a doublet score for each cell: ```python import scrublet as scr scrub = scr.Scrublet(counts_matrix) doublet_scores, predicted_doublets = scrub.scrub_doublets() ``` `scr.scrub_doublets()` simulates doublets from the observed data and uses a k-nearest-neighbor classifier to calculate a continuous `doublet_score` (between 0 and 1) for each transcriptome. The score is automatically thresholded to generate `predicted_doublets`, a boolean array that is `True` for predicted doublets and `False` otherwise. - When working with data from multiple samples, run Scrublet on each sample separately. Because Scrublet is designed to detect technical doublets formed by the random co-encapsulation of two cells, it may perform poorly on merged datasets where the…	documented_api	scRNA-seq	0.2.x	PRODUCES		false		true	UMAP;Scrublet	false		medium	multi_entity_source_span		
atomic-claim:9cb68cf27cbc88ebd96b62fb	tool:scrublet	Scrublet	key_parameter	parameter:scrublet_doublet_threshold	scrublet_doublet_threshold	The doublet-score threshold should be inspected and may require manual adjustment.	SRCV2_b7109f89611a4334	Scrublet official GitHub README	github_readme	official_project_documentation	source_material	sourcev2:7c8e2ffa37943b8749cd	section:Best practices;paragraph:5-9	…ned to detect technical doublets formed by the random co-encapsulation of two cells, it may perform poorly on merged datasets where the cell type proportions are not representative of any single sample. - Check that the doublet score threshold is reasonable (in an ideal case, separating the two peaks of a bimodal simulated doublet score histogram, as in [this example](./examples/scrublet_basics.ipynb)), and adjust manually if necessary. - Visualize the doublet predictions in a 2-D embedding (e.g., UMAP or t-SNE). Predicted doublets should mostly co-localize (possibly in multiple clusters). If they do not, you may need to adjust the doublet score threshold, or change the pre-processing parameters to better resolve the cell states present in your data. To install with PyPI: ```…	documented_api	scRNA-seq	0.2.x	KEY_PARAMETER		false		true	UMAP;Scrublet	false		medium	multi_entity_source_span		
atomic-claim:88faec5807a869176755283c	tool:scrublet	Scrublet	limitation	limitation:scrublet_merged_samples	scrublet_merged_samples	Scrublet may perform poorly on merged samples whose cell-type proportions do not represent an individual sample.	SRCV2_b7109f89611a4334	Scrublet official GitHub README	github_readme	official_project_documentation	source_material	sourcev2:7c8e2ffa37943b8749cd	section:Best practices;paragraph:5-9	- When working with data from multiple samples, run Scrublet on each sample separately. Because Scrublet is designed to detect technical doublets formed by the random co-encapsulation of two cells, it may perform poorly on merged datasets where the cell type proportions are not representative of any single sample. - Check that the doublet score threshold is reasonable (in an ideal case, separating the two peaks of a bimodal simulated doublet score histogram, as in [this example](./examples/scrublet_basics.ipynb)), and adjust manually if necessary. - Visualize the doublet predictions in a 2-D…	documented_api	scRNA-seq	0.2.x	HAS_LIMITATION		false		true	UMAP;Scrublet	false		medium	multi_entity_source_span;conditional_limitation_boundary		
atomic-claim:82fb9d02b7516601b7eb9b65	tool:celltypist	CellTypist	supports_task	task:cell_type_annotation	cell type annotation	CellTypist assigns cell-type labels from a reference model to input cells.	SRCV2_6225b07438c4a2cd	CellTypist official GitHub README	github_readme	official_project_documentation	source_material	sourcev2:6d070f599929bf055fb8	section:Examine genes/features contained in the model.;paragraph:26-33	…ur data) are suggested to be included in the input table as well, as they point to the negative transcriptomic signatures when compared with the model used. ```python input_file = celltypist.samples.get_sample_csv() ``` Assign the cell type labels from the model to the input test cells using the [celltypist.annotate](https://celltypist.readthedocs.io/en/latest/celltypist.annotate.html) function. ```python predictions = celltypist.annotate(input_file, model = 'Immune_All_Low.pkl') predictions = celltypist.annotate(input_file, model = model) ``` If your input file is in a gene-by-cell format (genes as rows and cells as columns), pass in the…	documented_api	scRNA-seq	1.7.1	SUPPORTS_TASK		true	Current contract file version differs from the older Decision Graph contract snapshot.	false	CellTypist	false		medium	alias_or_version_scope		
atomic-claim:72b22fcbefb86a38816c88c1	tool:celltypist	CellTypist	requires_representation	representation:log1p_normalized_expression	log1p_normalized_expression	CellTypist requires log1p-normalized expression in AnnData for in-memory annotation.	SRCV2_6225b07438c4a2cd	CellTypist official GitHub README	github_readme	official_project_documentation	source_material	sourcev2:102dc717591cdfac63a5	section:Visualise the decision scores and probabilities of each cell type overlaid onto the UMAP as well.;paragraph:49-53	Since the expression of each gene will be centred and scaled by matching with the mean and standard deviation of that gene in the provided model, CellTypist requires a logarithmised and normalised expression matrix stored in the `AnnData` (log1p normalised expression to 10,000 counts per cell). CellTypist will try the `.X` attribute first, and if it does not suffice, try the `.raw.X` attribute. If none of them fit into the desired data type or the expression matrix is not properly normalised, an error will be raised. Within the `AnnData`, please provide all genes to e…	documented_api	scRNA-seq	1.7.1	REQUIRES_REPRESENTATION		true	Current contract file version differs from the older Decision Graph contract snapshot.	true	UMAP;CellTypist;Scanpy	true	CellTypist documents different normalization expectations for file inputs and in-memory AnnData; input mode must remain explicit.	high	multi_entity_source_span;alias_or_version_scope;possible_scope_or_output_conflict		
atomic-claim:2a54f59146c8a1acf6c28ad4	tool:celltypist	CellTypist	produces	representation:cell_type_labels	cell_type_labels	CellTypist annotate produces predicted cell-type labels for query cells.	SRCV2_6225b07438c4a2cd	CellTypist official GitHub README	github_readme	official_project_documentation	source_material	sourcev2:bdc1a08a62c8b1a34518	section:In case your input file is a gene-by-cell mtx file.;paragraph:32-37	The `annotate` function will return an instance of the [AnnotationResult](https://celltypist.readthedocs.io/en/latest/celltypist.classifier.AnnotationResult.html) class as defined in CellTypist. ```python predictions.decision_matrix #Examine the matrix representing the probability each cell belongs to a given cell type (transformed from decision matrix by the sigmoid function). predictions.probability_matrix ``` By default, with the `annotate` function, each query cell is predicted into the cell type with the largest score/probability among all possible cell types (`mode = 'best match'`). This mode is straightforward and can be used to differentiate between highly homogeneous cell types. However, in some scenarios where a query cell cannot be assigned to any cell type in the reference model (i.e., a novel cell type) or can be assigned to multiple cell t…	documented_api	scRNA-seq	1.7.1	PRODUCES		true	Current contract file version differs from the older Decision Graph contract snapshot.	false	CellTypist	false		medium	alias_or_version_scope		
atomic-claim:57050d61751e4535a0f09d7e	tool:celltypist	CellTypist	key_parameter	parameter:celltypist_model	celltypist_model	The CellTypist model argument selects the reference classifier used for annotation.	SRCV2_6225b07438c4a2cd	CellTypist official GitHub README	github_readme	official_project_documentation	source_material	sourcev2:6d070f599929bf055fb8	section:Examine genes/features contained in the model.;paragraph:26-33	…t to the negative transcriptomic signatures when compared with the model used. ```python input_file = celltypist.samples.get_sample_csv() ``` Assign the cell type labels from the model to the input test cells using the [celltypist.annotate](https://celltypist.readthedocs.io/en/latest/celltypist.annotate.html) function. ```python predictions = celltypist.annotate(input_file, model = 'Immune_All_Low.pkl') predictions = celltypist.annotate(input_file, model = model) ``` If your input file is in a gene-by-cell format (genes as rows and cells as columns), pass in the `transpose_input = True` argument. In addition, if the input is provided in the `.mtx` format, you will also need to specify the `gene_file` and `cell_file` arguments as the f…	documented_api	scRNA-seq	1.7.1	KEY_PARAMETER		true	Current contract file version differs from the older Decision Graph contract snapshot.	false	CellTypist	false		medium	alias_or_version_scope		
atomic-claim:8b10ed6a6991c5b34ea8e196	tool:celltypist	CellTypist	key_parameter	parameter:celltypist_majority_voting	celltypist_majority_voting	CellTypist majority_voting optionally refines predictions using over-clustering.	SRCV2_6225b07438c4a2cd	CellTypist official GitHub README	github_readme	official_project_documentation	source_material	sourcev2:260bdfc4ffa3718c6983	section:Turn on the majority voting classifier as well.;paragraph:57-62	predictions = celltypist.annotate(input_file, model = 'Immune_All_Low.pkl', majority_voting = True) ``` During the majority voting, to define cell-cell relations, CellTypist will use a heuristic over-clustering approach according to the size of the input data with the aid of a Leiden clustering pipeline. Users can also provide their own over-clustering result to the `over_clustering` argument. This argument can be specified in several ways: 1) an input plain file with the over-clustering result of one cell per line. 2) a string key specifying an existing cell meta…	documented_api	scRNA-seq	1.7.1	KEY_PARAMETER		true	Current contract file version differs from the older Decision Graph contract snapshot.	true	Leiden;CellTypist	false		medium	multi_entity_source_span;alias_or_version_scope		
atomic-claim:d9456e565a257d61ed7550a3	tool:celltypist	CellTypist	limitation	limitation:celltypist_normalization_or_gene_loss	celltypist_normalization_or_gene_loss	CellTypist raises an error for unsuitable normalization and may be suboptimal when genes are removed after normalization.	SRCV2_6225b07438c4a2cd	CellTypist official GitHub README	github_readme	official_project_documentation	source_material	sourcev2:102dc717591cdfac63a5	section:Visualise the decision scores and probabilities of each cell type overlaid onto the UMAP as well.;paragraph:49-53	…counts per cell). CellTypist will try the `.X` attribute first, and if it does not suffice, try the `.raw.X` attribute. If none of them fit into the desired data type or the expression matrix is not properly normalised, an error will be raised. Within the `AnnData`, please provide all genes to ensure maximal overlap with genes in the model. If you normalise and logarithmise the gene expression matrix using all genes while later only keep a subset of genes in the `AnnData`, the prediction result may not be optimal. ```python predictions = celltypist.annotate('/path/to/input.h5ad', model = 'Immune_All_Low.pkl') predictions = celltypist.annotate(a_loaded_adata, model = 'Immune_All_Low.pkl') ``` All the parameters and downstream operations are the same as in `1.5.`, except that 1) the transformed `AnnData` from `to_adata` stores all the expression matrix and other infor…	documented_api	scRNA-seq	1.7.1	HAS_LIMITATION		true	Current contract file version differs from the older Decision Graph contract snapshot.	true	UMAP;CellTypist;Scanpy	false		medium	multi_entity_source_span;alias_or_version_scope;conditional_limitation_boundary		
atomic-claim:f46623a20c8b466a430684fe	tool:singler	SingleR	supports_task	task:cell_type_annotation	cell type annotation	SingleR assigns cell identity by comparing single-cell transcriptomes with pure-cell reference datasets.	SRCV2_a9c5e690432dea7e	Reference-based analysis of lung single-cell sequencing reveals a transitional profibrotic macrophage	doi_landing_or_open_html	primary_or_peer_reviewed_source_document	source_material	sourcev2:9667dd28c33c185f1ec2	page:1;section:document;paragraph:1	…onventional markers is challenged by incomplete messenger RNA detection. We developed a computational tool for unbiased annota - tion as well as clustering of scRNA-seq, called SingleR (single-cell recognition). SingleR assigns cellular identity for single cell tran - scriptomes by comparison to reference data sets of pure cell types sequenced by microarray or RNA-sequencing (RNA-seq). Here, we used SingleR to identify macrophages from a mixed sample of lung cells at baseline and after bleomycin-induced lung injury in mice. In addition, we applied a novel hierarchical clustering approach based on SingleR correlations to subcluster macrophages in fibro - sis, which ena…	general	scRNA-seq	2.14.0	SUPPORTS_TASK		true	Current contract file version differs from the older Decision Graph contract snapshot.	false	SingleR	false		medium	alias_or_version_scope		
atomic-claim:25ab507683663d8976ca0085	tool:singler	SingleR	consumes	representation:single_cell_expression	single_cell_expression	SingleR consumes single-cell gene-expression profiles.	SRCV2_a9c5e690432dea7e	Reference-based analysis of lung single-cell sequencing reveals a transitional profibrotic macrophage	doi_landing_or_open_html	primary_or_peer_reviewed_source_document	source_material	sourcev2:7e29769c5f92c88e1acc	page:11;section:38. Briefly, cell barcode and unique molecular identifier are;paragraph:28-29	…utoff = 0.0125, x.high.cutoff = 3, and y.cutoff = 0.5. The t-distributed stochastic neighbor embedding (t-SNE) plot was computed using the top 10 principal components. Cell type annotation of single cells (SingleR). The SingleR pipeline is based on correlating gene expression of pure cell types with single-cell gene expression. SingleR can be used with any reference data set. For mouse samples, we used the ImmGen database, a collection of 830 microarray samples, which we classified to 20 main cell types and further annotated to 253 subtypes 12; a data set of 358 mouse RNA-seq samples annotated to 28 cell types collected, processed, and shared, courtesy of Bérénice Benayoun, can also be used. For human samples we used the data sets from Blueprint Epigenomics, 144 RNA-seq pure immune samples annotated to 28 cell types 14, and Encode, 115 RNA-seq pure stroma and immune samples annotated to 17 cell types13. More reference data sets for mouse and human are available with the SingleR R package. For specific applications, smaller data sets can be applicable (as demonstrated in Fig. 2c). The annotation in SingleR is performed for each single cell independently. First, a Spearman coefficien…	reported_workflow	scRNA-seq	2.14.0	CONSUMES		true	Current contract file version differs from the older Decision Graph contract snapshot.	true	PCA;SingleR;Seurat	false		medium	reported_workflow_not_universal;multi_entity_source_span;alias_or_version_scope		
atomic-claim:9b280f1299a54d2f1ca412b0	tool:singler	SingleR	requires_representation	representation:reference_expression_profiles	reference_expression_profiles	SingleR requires an annotated reference expression dataset for comparison.	SRCV2_a9c5e690432dea7e	Reference-based analysis of lung single-cell sequencing reveals a transitional profibrotic macrophage	doi_landing_or_open_html	primary_or_peer_reviewed_source_document	source_material	sourcev2:7e29769c5f92c88e1acc	page:11;section:38. Briefly, cell barcode and unique molecular identifier are;paragraph:28-29	…ributed stochastic neighbor embedding (t-SNE) plot was computed using the top 10 principal components. Cell type annotation of single cells (SingleR). The SingleR pipeline is based on correlating gene expression of pure cell types with single-cell gene expression. SingleR can be used with any reference data set. For mouse samples, we used the ImmGen database, a collection of 830 microarray samples, which we classified to 20 main cell types and further annotated to 253 subtypes 12; a data set of 358 mouse RNA-seq samples annotated to 28 cell types collected, processed, and shared, courtesy of Bérénice Benayoun, can also be used. For human samples we used the data s…	reported_workflow	scRNA-seq	2.14.0	REQUIRES_REPRESENTATION		true	Current contract file version differs from the older Decision Graph contract snapshot.	true	PCA;SingleR;Seurat	false		medium	reported_workflow_not_universal;multi_entity_source_span;alias_or_version_scope		
atomic-claim:0dd260c938fbbe264be34d31	tool:singler	SingleR	produces	representation:cell_type_labels	cell_type_labels	SingleR produces a cell-type assignment for each single cell.	SRCV2_a9c5e690432dea7e	Reference-based analysis of lung single-cell sequencing reveals a transitional profibrotic macrophage	doi_landing_or_open_html	primary_or_peer_reviewed_source_document	source_material	sourcev2:7e29769c5f92c88e1acc	page:11;section:38. Briefly, cell barcode and unique molecular identifier are;paragraph:28-29	…. The lowest-value cell type is removed (or values more than 0.05 below the top value), and then this step is repeated until only two cell types remain. The cell type corresponding to the top value after the last run is assigned to the single cell. Using only variable genes increases the ability to distinguish closely related cell types. Variable genes are defined as the top N genes that have a higher median expression in a cell type compared with each other cell type; we use a varying N, depending on the number of cell types used in the analysis. In the first round, N is 20 genes per cell type if th…	reported_workflow	scRNA-seq	2.14.0	PRODUCES		true	Current contract file version differs from the older Decision Graph contract snapshot.	true	PCA;SingleR;Seurat	false		medium	reported_workflow_not_universal;multi_entity_source_span;alias_or_version_scope		
atomic-claim:9570a70cabe22b4bffe0f9a0	tool:singler	SingleR	key_parameter	parameter:singler_quantile_and_fine_tuning	singler_quantile_and_fine_tuning	The described SingleR procedure aggregates correlations with an 80th percentile and fine-tunes among top cell types.	SRCV2_a9c5e690432dea7e	Reference-based analysis of lung single-cell sequencing reveals a transitional profibrotic macrophage	doi_landing_or_open_html	primary_or_peer_reviewed_source_document	source_material	sourcev2:7e29769c5f92c88e1acc	page:11;section:38. Briefly, cell barcode and unique molecular identifier are;paragraph:28-29	…rence data set. Next, multiple correlation coefficients per cell type according to the named annotations of the reference data set are aggregated to provide a single value per cell type per single cell. SingleR uses the 80th percentile of correlation values, to prevent misclassification due to heterogeneity in the reference samples. Finally, in the fine-tuning step, SingleR reruns the correlation analysis, but only for the top cell types from the previous step. The analysis is performed only on variable genes between these cell types (see below). The lowest-value cell type is removed (or values more than 0.05 below the top value), and then this step is repeated until only two cell types remain. The cell type correspon…	reported_workflow	scRNA-seq	2.14.0	KEY_PARAMETER		true	Current contract file version differs from the older Decision Graph contract snapshot.	true	PCA;SingleR;Seurat	false		medium	reported_workflow_not_universal;multi_entity_source_span;alias_or_version_scope		
atomic-claim:d12ad78846b144662d96cfe5	tool:singler	SingleR	limitation	limitation:singler_large_dataset_fine_tuning	singler_large_dataset_fine_tuning	SingleR fine-tuning may be too slow for large datasets and may require subset-wise analysis.	SRCV2_9f4160badc0127d0	SingleR official GitHub README	github_readme	official_project_documentation	source_material	sourcev2:7ac56e7fb23d35d35f35	section:to Seurat to create a Seurat object object;paragraph:14-17	…tion 1](http://comphealth.ucsf.edu/SingleR/SupplementaryInformation1.html). For examples of SingleR usage see [SingleR Supplementary Information 2](http://comphealth.ucsf.edu/SingleR/SupplementaryInformation2.html). The fine-tuning process of SingleR may take very long, and in the current setting is not feasible for large datasets. Thus, for datasets with tens of thousands of cells it is recommended to run SingleR on subsets of the full data and then combine them together. See an example of analyzing 242,533 from the [Microwell-Seq Mouse Cell Atlas](http://comphealth.ucsf.edu/SingleR/SingleR.MCA.html). SingleR was developed by Dvir Aran. Please contact Dvir Aran: dvir.aran at ucsf ed…	documented_api	scRNA-seq	2.14.0	HAS_LIMITATION		true	Current contract file version differs from the older Decision Graph contract snapshot.	false	SingleR	false		medium	alias_or_version_scope;conditional_limitation_boundary		
